label,text
ship, 설비 보수 점검 부속 설비 확인 필요 해양 환경관리공단 대룡 좌현 주기관 과급기 파손 선명 총톤수 선박 주요 치수 주기관 출력 건조 일손 상 범위 대룡 호 길 너비 깊이 좌현 주기관 과급기 하부 손상 일시 장소 유선 테일 
fire, 방수 방식 관한 실증 연구 소방 공무원 현장 안전 위한 무선 통신망 한국 화재 소방 학회 논 한국 화재 소방 학회 논 한국 화재 소방 학회 논 한국 화재 소방 학회 논 영어 미국 소방청 영어 미국 소방청 내 소식 화재 자연
ship,기타 주요 사고 사례 예인선 예 부선 호어 선 충돌 사건 사건 개요 노트 속력 예망 조업 연안 조망 어선 호가 예인선 와 부선 사이 예 걸린 후 부선 와 충돌 전복 됨 어선 전복 후 인양 선체 일부 주기관 손상 선장 실종 선
ship,종 위한 적 적극 조치 취하 선박 안전 관리 매뉴얼 
ship, 점검 결과 타 실 확인 해양 환경관리공단 장기 사용 인해 마모 한계 도달 자 베어링 발생 진동 파장 부분 볼트 전달 됨 로 인해 볼트 가 절손 되 함 주기관 방향 추진기 방향 연결 볼트 절손 부위 연결 볼트 절손 상태 해양
fire,생 동종 사고 방지 대책 약품 폐기물 처리 철저 고체 성 물질 액체 성 물질 물질 성상 과 산 염 성분 따라 약품 버릴 있 폐 약품 주변 가연물 적 하 발화 될 있 과 격리 폐 약품 용기 재질 내열 내화 내산 내압 하 일반 
ship,부 항해 법규 위반 제한 시계 에서 항법 규정 미준 수 항해 계획 수립 기항지 정보 수집 지역 특별 항법 규정 정확 하 파악 반영 회사 안전 관리 책임 자 선장 과 항해사 충돌 피하 위한 동작 취할 때 교훈 시간 여유 가지 
destroied, 태풍 마 이삭 접근 사실 알 대한 대비 예 창문 닫 시건장치 실시 했 예상 최대 순간 풍속 새벽 발생 대부분 피해 상황 파악 날 이뤄졌 추정 사고 현장 기록 해운대 고층 빌딩 대표 건물 되 층 엘시티 건물 이번 사고 가 처
ship,제 길 너비 깊이 실린더 피스톤 피스톤 링 파손 실린더 블록 부분 파손 흡배기 밸브 스템 줄기 부 밸브 가이드 절손 실린더 헤드 부분 손상 정계 지국 동물 양장 해양 환경관리공단 방제 정계 지 선미 캡스턴 시운전 하 위해 냉
fire,황 그림 밀양 병원 화재 개요 그림 출처 연합뉴스 발화 화재 진압 본 관동 층 응급실 탕 비실 부근 발화 분경 소방서 신고 분경 초진 분경 완진 지원 인력 출동 장비 인력 시청 소방 경찰 군부대 유관 기관 자원 봉사 장비 대
ship, 호 가 시계 제한 가운데 항해 해상 예인선 개요 호 가 좌현 접 현예 인하 부선 호 와 충돌 선수 부분 과 좌현 선미 부분 충돌 호 선수 부분 굴곡 손상 입 호 전복 침몰 되 호에 승선 하 선원 사망 견 시 소홀 원인 조선
ship,관리공단 대룡 우현 주기관 손상 선명 총톤수 선박 주요 치수 주기관 출력 건조 일손 상 범위 대룡 호 길 너비 깊이 크랭크 축 크랭크 핀 표면 피스톤 핀 베어링 크랭크 베어링 손상 일시 장소 부산항 북항 조도 방파제 인근 해
ship,링 작업 좌현 주기관 냉각수 라인 누수 확인 수리 위해 해룡 와 임무 교대 후 점검 결과 좌현 주기관 과급기 일부 직경 확인 해양 환경관리공단 윤활유 공급 되 발생 사고 시 분해 수리 하 베어링 로터 밸 런 싱 체크 하 금번
ship, 블록 해양 환경관리공단 청룡 우현 추진기 터닝 실린더 손상 선명 총톤수 선박 주요 치수 주기관 출력 건조 일손 상 범위 청룡 호 길 너비 깊이 우현 추진기 터닝 실린더 손상 일시 장소 경남 거제 삼성 중공업 앞 해상 거제 
fire,소 방 급 경찰 화재 현장 상황 건물 외부 전체 건물 외부 정도 상태 외벽 드라이 비트 구조 통한 확대 건물 출입구 창문 통해 연기 분출 상태 건물 내부 층 전소 된 상태 응급실 위치 후면 부분 중심 진행 형태 중앙 계단 통
fire,분경 층 주차장 천정 발화 된 불꽃 차량 낙하 분경 소방대 현장 도착 분경 초진 분경 완진 지원 인력 출동 장비 인력 소방 경찰 기타 장비 헬기 펌프 차 화학차 구급차 포함 화재 현장 상황 건물 외부 전체 형태 층 필로티 부
destroied, 연구 진 이동형 고정 형 관측 장비 그림 과 곳 해운대 관광 안내소 엘시티 동편 교차 미포항 관광 유람 선사 설치 계측 권순철 교수 연구 진 고정 형 지점 계측 순간 최대 풍속 과 최대 평균 속 표 제시 되 사고 지점 인근
fire,검 철저 실험 시 에 가스 실험 장비 사전 사후 점검 실험장 파손 여부 확인 조치 취하 실험 시설 주변 정리 철저 실험 시설 주변 정리 함 행동 방해 가 되 위험 요소 인지 있 
fire, 은 층 구조 층 작업장 룸 층 작업장 사무실 구성 됨 공 장동 화재 폭발 인하 지붕 구획 벽체 붕괴 되 건물 기계 설비 화재 인해 전소 된 상태 충주 화학 공장 화재 저장조 집유 시설 가동 반응기 전 폭발 후 밖 날 아감 
fire, 대장 상 에 사무실 용도 기재 되 고시원 용도 사용 화재 발화 후 진압 사망 부상 당했 건물 는 소화기 자동 탐지 설비 단독 경보 형 감지기 설치 되 건물 는 직통 계단 가 설치 되 직통 계단 인접 장소 화재 가 발생 실자
fire, 할로 탄소 화합물 가연 물질 금속 산화제 할로겐 금속 카바이드 염기 산 소화제 알코올 포말 이산화 탄소 입자 상 분말 소화 약제 물 보호구 환기 시설 눈 보호 보호 안전 장갑 호흡 보호구 필요 아이워 셔 비상 샤워 
ship,인 하 항해 예인선 체계 육안 레이더 관측 유지 하 조우 선박 과 충돌 위험 경우 예 선열 길이 고려 조기 항 동작 취하 종사 선박 선장 휴식 취한 상태 항해 당직 수행 선장 주변 수역 어선 경우 어선 조종 제한 받 어 종사
ship,이후 실종 처리 당시 해상 시정 북북서풍 초속 불 파고 미터 해양 사고 통계 와 사고 사례 어선 근해 통발 조업도 사고 관련 참고 사진 지지대 도르래 부표 부표 줄 신기 줄 직경 닻 돌 모릿줄 원줄 직경 아릿줄 통발 줄 통발
ship,멈추 진로 피 하 호가 자선 통과 후 도 항로 항행 의 선박 인천항 입항 선박 와 도 충돌 위험 확인 항로 진입 판단 동의 와 항 협력 동작 불이행 호 호가 충돌 위험 상태 항로 들어오 때 충돌 위험 알리 경고 신호 보내 교
fire,레탄 아크릴 사용 시 가스 방출 규제 비상 전력 체제 취약 화재 신속 정확 시간 가동 비상 전력 미확보 소방 시설 미흡 유도 연기 발생 조도 불충분 점 상태 불량 비상 조명 전시 비상 전원 전환 의한 점 체제 불량 조도 불충
ship,예상 부선 항적 고려 변침 닻 정박 선박 선수 통과 시 풍조 영향 감안 조선 유조선 충돌 사고 사고 명 유조선 어선 충돌 사고 선박 상황 개 피해 케미컬 탱커 선원 승선 근해 유자망 어선 호 항해 시 당직 항해사 가 해도실 
ship,선내 기타 전기 구동 장치 작동 상태 확인 소손 된 형광 안정기 신환 해양 환경관리공단 금룡 좌현 발전기 케이블 소손 선명 총톤수 선박 주요 치수 주기관 출력 건조 일손 상 범위 손상 일시 금룡 길 너비 깊이 발전기 케이블 
ship,러지 넘어져 발생 사고 겨울철 결빙 비 인해 미끄러짐 운항 횡요 와이어 걸려 넘어짐 계단 오르 내리 발 디딤 로프 감기 구조물 끼인 사고 물건 옮기 손 발 계류 색 작업 로프 감기 임 정비 작업 상가 수리 임 기타 사고 염전
ship,교량 과 여객선 충돌 사건 사망자 낸 있 이외 도 미국 알라바마 의 철도 교량 안개 끼 날 바지선 항로 잃 교량 충돌 사고 가 발생 때 교량 변형 발생 철도 교량 통과 사 여객 열차 가 교량 통과 교량 붕괴 되 사망자 낳 참
ship,숙 형망 틀 우현 쏠리 발생 해양 사고 관련자 징계 선장 소형 선박 조종사 업무 정지 바지락 채취 무게 가 형망 틀 양승 하 데릭 조작 형망 틀 한쪽 쏠려 선박 전복 이르 교훈 시사점 갯벌 조개류 채취 형망 어선 형망 틀 무
fire, 경찰 정예 요원 허큘리스 팀 지하철 과 역내 순찰 하 사복 요원 탑승 시켜 수상 승객 감시 테러 위협 있 화재 취약 터널 입구 는 별도 경찰 병력 고정 배치 화생방 전문가 구성 된 탐 지반 주요 지하철 역사 화생방 물질 탐
fire, 경보 형 감지기 와 도 연동 되 형태 가 고시원 설치 감지기 감지기 연동 되 형태 스프링클러 미설치 고시원 피해 키운 원인 로 지목 되 스프링클러 설비 설치 되 예전 연이 고시원 화재 겪 정부 지난 신규 허가 받 고시원 간
ship,기어 손상 사고 시 축계 전달 된 충격 흡수 하 피로 가 누적 파손 해양 환경관리공단 주기관 외관 검사 시행 파손 변형 부 확인 보 예비품 사전 확보 완전 파손 따른 운항 손실 미연 방지 운항 축계 충격 발생 경우 축 시행 
fire,신문 고시원 유일 계단 출입구 앞 에서 발화 시작 그림 참조 고시원 거주자 씨 소방 당국 이날 새벽 잠 자 일어나 전기난로 전원 켜 화장실 다녀왔 나 목격 옷 이불 불 끄 주변 옮겨 붙 대피 진술 화재 현장 인화물 발견 되 
ship,후 항로 진입 있 주의 하 통항 방법 합의 신중 하 교신 해 상교 통법 입법 기술 상 해상 일어날 있 상황 대하 규정 할 충돌 위험 정형 상황 대해서 규정 하 나머지 대해서 는 선원 상무 맡겨 선박 충돌 위험 경우 에 당시 
fire, 대전 석유 화학 연구소 사고 유형 폭발 사고 피해 현황 인명 피해 연구원 사망 중화상 재산 피해 실험실 내부 전소 건물 외부 그을 림 내용 사고 경위 석유 화학 연구소 실험실 라텍스 중합 실험 하 폭발 의한 화재 발생 소방
fire,발생 실자 가 초기 자체 진압 시도 하 실패 그림 화재 발생 건물 전경 출처 다음 로드 뷰 캡쳐 그림 화재 발생 후 건물 전경 출처 경향신문 피난 상황 건물 복도 폭 그림 참조 직통 계단 완강기 가 설치 되 직통 계단 직근 
fire,섬유 메탄올 침지 시킨 후 걷 과정 메탄올 용기 와 주사기 사이 형성 고전압 부위 스파크 발생 화재 이어짐 발화 후 전원 차단 과 할론 분말 소화기 이용 하 진압 과 동시 화재 신고 자체 소화 완료 송 량 펌프 직류 전원 공
ship,사 가 발생 근래 에 포틀랜드 주 유조선 길 폭 강의 가이드 파일 시스템 과 부딪히 사건 발생 사고 인하 펜더 대부분 파괴 되 선수 갑판 부분 파손 연료 강위 쏟아지 사고 가 오크라 호마주 교량 바지선 충돌 사망자 내 사고 
fire, 
ship, 환경관리공단 클러치 축 손상 확인 부위 후 회전 의하 클러치 축 손상 클러치 하 유출 유무 유출 유 클러치 하 유출 해양 환경관리공단 전남 엔진 윤활유 변질 선명 총톤수 선박 주요 치수 주기관 출력 건조 일손 상 범위 손상
ship,측정 조정 기관 운전 기통 별 배기 온도 비교 분석 윤활유 관리 철저 윤활유 필터 교환 시간 준수 기관 냉각수 관리 철저 부식 방지 첨가 기관 수리 시 크랭크 암 디 플렉 션 측정 표준 허용 한도 치 비교 분석 기관 정기 개
ship,각수 윤활유 상태 확인 뒤 정도 주 발전기 워 밍 시행 이후 선미 캡스턴 기동반 스위치 작동 격음 과 알람 발생 엔진 정지 실린더 헤드 흡배기 밸브 스템 부 절손 배기 시트 링 파손 의한 이탈 부분 연소실 유입 연계 흡기 밸
fire,교육 통해 실자 안전 의식 높이 위해 노력 해야 참고 자료 종로 고시원 화재 때 간 진화 인명 피해 키웠 조선일보 집중 취재 숨진 종로 고시원 화재 문제 소방방 재신문 사망 종로 고시원 화재 원인 전기 난로 국민 일보 나무 
ship, 인해 실린더 헤드 교체 당시 배기관 과급기 분해 후 배기 밸브 시트 조각 개소 전량 회수 하 육안 식별 불가 미세 조각 남 터빈 블레이드 손상 후 소멸 기관 분해 점검 수리 시 관리 감독 시행 철저 해양 환경관리공단 터빈 
fire,재 출구 확인 해 대피 가능 역 구내 최첨단 감시 비디오카메라 설치 문 비상시 대비 해 수동 개방 가능 승객 휘발유 신나 인화 성 물질 갖 전동차 타 금지 유관 부처 와 합동 연간 차례 정기 소방 훈련 실시 뉴욕 지하철 경우
fire, 치료 받 사고 발생 사망 사고 원인 합성섬유 재질 스웨터 입 연구원 실험복 착용 상태 공기 접촉 자연 발화 하 성질 가진 주사기 채취 장갑 과 스웨터 튀 화재 가 발생 유사 사고 예방 위한 주 사항 가 실험실 실험 금지 실
ship,수 선박 주요 치수 주기관 출력 건조 일 손상 범위 청룡 호 길 너비 깊이 흡배기 밸브 카본 덩어리 부착 밸브 시트 손상 피스톤 링 고착 피스톤 크라운 손상 실린더 라이너 편마모 터보 차 블레이드 베어링 하우징 손상 크랭크 
fire, 과정 과 정리 상태 실험실 안전 확인 해당 실험 사용 물질 위험 안전 처리 방법 교육 실시 물질 안전 보건 자료 숙지 물질 반응 확인 고인 화성 물질 경우 발화 폭발 발생 안전 위한 물질 안전 보건 자료 안전 정보 숙지 미
fire, 상태 시키 용접 불티 비산 차단 상태 작업 수행 필요 가 폭발 혼합기 형성 분진 축적 방지 위해 작업 전 철저 질소 퍼지 수세 작업 실시 폭발 혼합기 형성 있 공간 작업 전 질소 불활성 가스 철저 퍼지 작업 실시 분진 비산
ship,하부 베어링 손상 크랭크 핀 상부 베어링 손상 손상 일시 장소 부산 태종대 앞 해상 해양 환경관리공단 예인 작업 도중 우현 주기관 자동 비상 정지 비상 정지 장치 작동 의해 기관 정지 현상 일어남 메이커 윤활유 필터 교환 주
ship,상 범위 손상 일시 황룡 호 길 너비 깊이 클러치 콘 니들 베어링 링 예선 작업 종료 후 정계 접안 클러치 가 빠지 점검 결과 클러치 고착 됨 확인 해양 환경관리공단 추진기 장기 사용 따른 링 마모 경화 인한 오일 누설 클러
destroied, 사고 가 발생 풍압 원인 추정 권순철 교수 따르 저층 유리창 깨진 점 과 유리 자갈 박혀 점 들 이번 사고 산물 의한 파괴 주요 사고 원인 지목 함 표 해운대 엘시티 건물 강풍 사고 이력 사고 일시 사고 경유 출처 유리창 
fire,항 예 들 방수 유지 하 위해 밀봉 방호 할 내장재 화염 전파 저항성 차량 설치 재료 와 마감재 당해 차량 승객 안전 피난 상당 하 시간 동안 내부 화재 의한 당해 차량 내장재 화염 전파 대해 저항성 표 차량 내장 재료 성능
fire,출 성형공 정압 출성 형 공정 압축 기실 포장 작업 실험실 작업장 플랜트 면적 공장 압축 공정 발화 지점 그림 공장 화재 현장 배치 도 서산 화학 공장 화재 공장 압축 공정 발화 지점 그림 공장 배치 도 사진 출처 구글 지도
ship,브 피스톤 라이너 블럭 을 강타 해 부분 파손 흡배기 밸브 스템 부 절손 시트 링 파손 원인 흡배기 밸브 과열 금속 기계 피로 누적 의한 스템 부 절손 동절기 엔진 실내 결로 현상 발생 기동 후 금속 헤드 시트 링 열팽창 차
ship,치 유기 어유 압력 저하 이어져 클러치 작동 발생 결과 클러치 콘 고착 이어짐 클러치 콘 클러치 콘 수리 작업 해양 환경관리공단 방제 주 발전기 손상 선명 총톤수 선박 주요 치수 주기관 출력 건조 일 손상 범위 손상 일시 방
ship, 의한 배기 시트 링 이탈로 밸브 스템 부 와 시트 링 접촉 충격 의한 절손 해양 환경관리공단 주기 밸브 펫 클리어런스 점검 점검 주기 제조사 정비 지침서 참조 동절기 실내 결로 현상 방지 가능 엔진 가동 무부하 상태 엔진 
fire,국 지하철 방화 전도 차량 과 터널 승강장 승객 움직이 동선 마다 배기 시설 완비 가스 화재 초기 뽑 있 설계 비상 연락 가 설치 되 화재 가 일어나 승객 연락 경보기 눌러 중앙 통제 실에 비상사태 알리 대피 조치 수행 터널
ship, 손상 된 케이싱 부분 대한 수리 하 과 부위 에 부분 과 구분 되 정도 카본 축적 되 당시 고속 회전 의한 진동 케이싱 충격 가해져 균열 발생 균열 운전 의한 진동 지속 성장 한계점 도달 됨 해양 환경관리공단 청룡 우현 주
fire, 대부분 도 출구 찾 가스 와 연기 질식 해 쓰러져 대피 못한 추정 사진 철 직 상부 천장 콘크리트 표면 고열로 폭열 된 모습 화 시 설 진 화 상 황 방화 시설 설치 사용 현황 전동차 에 객차 소형 분말 소화기 비치 되 휘
fire,선반 바람막이 유리 공조 덕트 창유리 빛 확산 기피 복재 단열 재료 차음 재료 창문 개스킷 문턱 지붕 받침 수납 덮개 참고 임계 복사 선속 흡광도 화염 전파 지수 외국 지하철 방화 관리 실태 독 일 일 본 프랑스 홍 콩 미 
ship,브릿지 에서 그라인더 이용 하 녹 제거 작업 그라인더 사용 미숙 인하 우측 손 그라인더 접촉 손가락 파열 항해사 재해 본선 선회 창 분해 청소 후 조립 공구 사용 미숙 몽키 스패너 가 얼굴 튀 면부 열상 
fire,레이션 통한 피난 안전 평가 와 현장 중심 피난 대피 훈련 실시 인명 안전 대책 강화 대형 건물 시설 사회 주요 시설 있 는 화재 재난 대비 상세 하 도 구체 비상 대응 체제 구축 하 사후 보상 조치 가 강구 될 있 보험 대
fire,위치 덤웨이터 주변 벽체 가 소실 되 화염 과 연기 가 유입 된 형태 계단 비상 계단실 방화문 닫힌 상태 화염 차단 기타 부분 피해 적음 층 주 계단 방화문 개방 되 덤웨이터 주변 벽체 전소 된 상태 내부 수납장 면실 이발소
fire, 발화 층 층 중앙 계단 에 화재 당시 그림 과 방화문 설치 되 그림 의 초기 도면 따르 층 중앙 계단 방화문 설치 보이 이후 내부 공사 시 탈거 된 판단 건축법 상 방화문 설치 대상 법 문제 안전성 강화 위해 설치 되 방화
ship,가 와 접근 되 접근 인식 이후 도선사 에게 진로 전방 통과 동의 하 도 진행 멈추 호 항로 안 들어오 조선 하 정황 볼 때 도선 사 이때 선박 사이 충돌 위험 주 확인 판단 참고 항로 근처 위치 정박지 정박 선박 닻 올린 
destroied,수 과수원 초토 화 김기성 기자 이영규 국내 저수지 사고 저수량 대비 유역 면적 따른 리스크 분석 산양 저수지 경기 제방 붕괴 사고 현장 산양 저수지 붕괴 사고 
fire, 이산화 탄소 입자 상 분말 소화 약제 환기 물질 폭발 농도 위험 경우 에 해당 환기 장치 방폭 설비 할 국소 배기 장치 설치 해당 노출 기 준 확인 
fire, 지하 구간 화재 가 발생 기관사 가 차량 멈추 지상 다음 역 주행 지하철역 화재 시 승객 대피 유도 하 방화벽 조정 담당 하 직원 상시 근무 비상 전력 조명 시스템 역 마다 설치 화재 가 발생 역 조명 절반 켜 해 승객 화
fire,해당 되 경보 설비 관리 고시원 에 경보 설비 자동 탐지 설비 와 단독 경보 형 감지기 설치 되 도 화재 효과 발휘 보인다 화재 현장 조사 하 때 자동 탐지 설비 수신기 경종 정지 상태 확인 화재 진압 직후 정지 상태 바꾼 
ship,미 감안 국립 해 조사원 조석표 따라 견내량 해협 조위 계산 마산항 을 표준 항 해야 도 표준 항 통영항 함 이유 수심 계산 의 오류 발생 해도 상 수심 에러 선박 속도 의한 선박 침강 변수 감안 선박 위치 파악 소홀 협수 
fire, 부근 인명 피해 사망 부상 사고 개요 나카메구로 역 부근 던 지하철 히비야 선 전차 탈선 오 전차 뒤 부분 과 충돌 충돌 직후 전동차 난 알려졌으나 폭발 목격자 들 탈선 전차 가 역 앞 궤도 이탈 반대 방향 오 전차 뒷부분
destroied,피해 입 표 참조 중요 특징 저층 창호 사고 가 발생 점 표 비산 물 피해 건물 현황 건물 구조 도 최저 층 최고 층 사고 출처 건물 철골 철근 콘크리트 조 지하 지상 참고 문헌 건물 지상 지상 참고 문헌 건물 철근 콘크리트
ship, 관련 정보 선명 예인선 부선 어선 호 선적항 부산광역시 부산광역시 군산시 옥도 면 톤수 선 수박 주기관 건조 인원 길 너비 깊이 디젤 일본 선원 길 너비 깊이 동해 시선 길 너비 깊이 디젤 군산시 선원 피해 상황 사고 일시
fire,발 당시 공장 대부분 작업자 들 퇴근 상태 화재 분경 소방서 신고 시각 발생 당시 공장 동의 압축 공정 화재 발생 폭발 발생 인접 공장 방 재실 근무자 가 가스 방출 소리 듣 밖 나와 최초 목격 소방서 신 작업자 입원 상태 
fire,수 누설 면적 변화 고려 차압 형성 관계 분석 자동 균 압 방지 감압 밸브 감압 성능 관한 댐퍼 위치 가 부속실 방화문 에서 열 한국 화재 소방 학회 논 한국 화재 소방 학회 논 한국 화재 소방 학회 논 한국 화재 소방 학회
fire,사용 지양 
fire,동안 평균 이하 최초 동안 평균 나머지 시간 동안 평균 이하 유지 룩스 유도 아래 연속 유지 되 연기 명료도 거리 문자 식별 있 거리 벽체 도 식별 있 복사열 화재 노출 다음 수 동안 최대 이하 최초 동안 이하 나머지 시간 
fire,숙 달자 의한 실험 수행 이루어질 경우 대비 하 실험 폐기 과정 대한 매뉴얼 지침 마련 실험 보호구 와 폐기 후처리 보호구 구분 착용 참고 사항 아연 등급 단계 보건 화재 반응 성 주요 건강 위험 호흡기 도 자극 피부 자극 
fire, 안전 교육 실시 미 이수자 대한 관리 통하 실험 수행 있 안전 확보 실험 기기 안전성 평가 인허가 제도 실시 실험실 별도 설치 시설 장비 임의 설치 사용 기관 책임 있 부서 인허가 득한 후 사용 실험 기기 도입 제작 개조 
fire,중앙 위치 하 작업장 후면 전산실 제품 창고 위치 하 작업장 좌측 사무실 우측 식당 교육 실로 구분 그림 참조 층 주 계단 앞 개발 실 중심 확대 상태 인접 접 출하 검 사실 전소 층 후방 부분 좌측 사무실 과 우측 식당 연
ship,후 지속 추진기 부하 가 작용 하 되 작업 인해 피로 누적 절단면 부식 상태 부기어 베어링 하우징 변형 터닝 실린더 중심축 오차 발생 인한 추정 해양 환경관리공단 외부 충격 받 경우 충격 전후 이상 징후 확인 정상 징후 될 
fire,충주 화학 공장 화재 금요일 분경 충청북도 충주시 위치 접착제 원료 생산 공장 전기 요인 의한 발화 추정 화재 가 발생 화재 가 발생 물 철골 조 글라스 울 패널 구조 발화 층 작업장 시작 화재 발화 후 이상 경과 된 후 진
ship,룡 조타실 계기판 우현 조타기 조절 부고장 램프 가 깜박거리 알 울림 주기관 이상 생각 하 도선사 우현 타 사용 불가 상태 임 알 수분 후 출항 선 해룡 가 출 항선 근접 됨 출항 선 호과 연결 예 로프 의해 연돌 선미 갑판
ship,기 제어 가 되 기관 사 기관실 업무 항해사 타 조정 집중 조타 실내 비상 정지 버튼 조작 수동 조타 가능 했 이용 하 비상 대응조치 대응 방법 부족 비상 조타 교육 훈련 이루어지 주기 배전반 분전반 내부 점검 필요 주기 비
ship,어 통발 어구 틀 갑판 사려 투하 작업 갑판 중앙 서 투하 통발 어구 살피 선원 사려 문어 가 튀 오르 허리 부분 강타 당하 발목 모릿줄 감기 해상 추락 함 양승기 이용 해 모릿줄 감 들여 선원 구조 하 병원 이송 과정 사망
destroied,유역 면적 수지 강우 배수 시키 영역 면적 말 한다 그림 은 산양 저수지 유 역도 보여준다 산양 저수지 유역 면적 저수량 산양 저수지 저수량 대비 유역 면적 비 이 이영규 제안 류 잠재성 등급 보통 해당 한다 표 월 류 잠재
fire,문 설치 개폐 관리 상태 양방향 피난 가능 구조 여부 확인 피난 경로 상 위치 자동문 전자 출입 시스템 포함 화재 지진 유사시 자동 개방 해제 여부 확인 건물 관리 건물 외벽 반자 상부 드라이 비트 스티로폼 가연 외장재 단열
ship,해녀 근처 안전 요원 배치 안전 관리 하 해녀 들 물질 작업 의 안전 확인 위하 가능 하 사람 이상 작업 주요 해양 사고 사례 와 교훈 주요 해양 사고 사례 와 교훈 상황 별 안전사고 사례 어선 선원 사망 사건 사건 개요 문
fire,업 허가 화기 작업 수리 작업 탱크 제한 지역 출입 수행 경우 명시 된 작업 안전 절차 거쳤 확인 후 책임자 의해 승인 된 작업 허가서 발행 비상 계획 수립 훈련 작업장 발생 있 위험 취급 물질 설비 대해 효과 대응 할 있 
fire,리트 구조 슬래브 지붕 병원 용도 사용 본관 과 요양 병원 사용 별관 불법 증축 연결 통로 연결 되 층 창고 층식 당 일부 불법 증축 부분 화재 관동 층 응급실 탕 비실 구획 된 부분 천장 오전 분경 발생 진압 병원 에 화재
fire, 피난 경로 관리 미흡 드라이 비트 인한 확대 케이블 트레이 관 통부 마감 미흡 요인 복합 되 인명 피해 초래 제천 스포츠센터 화재 반 사항 소 재 충청북도 제천시 소재 화재 일시 목요일 발화 장소 층 주차장 필로티 천정 재
ship, 벤트 파이프 유증 기 가 나올 경우 기기 부분 윤활 불량 현상 교훈 일어나 주기관 치명 손상 발생 징조 주기관 감속 운전 정지 원인 해결 전기 설비 정비 소홀 인한 화재 사고 사고 명 어선 화재 사고 자망 어선 호 조업 후
ship, 경우 선박 크기 지와 거리 바람 방향 세기 변화 고려 조기 항 조치 취하 해양 사고 통계 와 사고 사례 기타 주요 사고 사례 장관리 선 전복 사건 사건 개요 바지락 채취 장관리 선 호가 윈치 이용 해 형망 틀 감 갑판 상 
fire,집 한글 영어 누출 된 헥산 점 화 인한 폭발 한글 안전 기술 가스 누출 감지 경보기 작업 안전 한글 안전 기술 다중 이용업 소 안전 관리 관한 특별법 개정 과 손 보 업계 과제 한글 손해 보험 영어 영어 영어 영어 영어 영
fire,일러 동 철골 조 샌드위치 패널 보일러 실합 동발 화 지점 동연 소피 해 그림 공장 배치 도 화재 피해 현황 그림 공장 항공 촬영 사진 충주 화학 공장 화재 화재 발생 상황 발화 화재 진압 신고 시각 분경 완진 시각 분경 그
fire,스 부타디엔 과 인화 성 액체 반응 내용물 전량 누출 되 폭발 발생 사고 발생 원인 반응기 하부 드레 밸브 열 샘플 채취 후 밸브 잠그 상태 드레 노즐 통해 반응 내용물 누출 일부 중합물 과 액체 내용물 성분 추정 화재 증발
fire,일부 공정 에 물분 무소 설비 설치 전기 설비 방폭 지역 는 방폭형 전기 설비 설치 관리 상태 각종 배관 전기 설비 에 전위 본딩 실시 여부 확인 유 증기 유입 방지 위해 분전함 압축 공기 공급 경우 전선 유입 구 상태 주변
fire,대학교 실험실 가스 누출 폭발 사고 목 사고 개요 사고 분류 폭발 일시 장소 대전 소재 모대 학교 재해 사항 유리창 텍스 실험 장치 일부 파손 사고 내용 탄소 나노 튜브 정도 부피 수소 저장 장치 측정 미세 수소 가스 누출 
ship, 사고 위치 견내량 해협 지난 북북서 지점 곳 폭 최소 수심 조류 부근 해저 암초 지대 항 속도 우측 보 간격 두 항해 속도 항해 견내량 해협 통과 위해 운항 해양 환경관리공단 조석 차 계산 오류 선박 속도 의한 침강 변수 
ship,불량 인해 조선소 각종 먼지 계통 유입 입거 기간 우천 인하 계통 수분 유입 해당 장비 정비 지침서 표기 된 유압유 필터 교환 주기 넘기 유압유 색상 변질 교환 시점 확인 가능 시 유압유 채취 성분 분석 의뢰 이상 시 교환 
fire,제목 화학 실험실 화재 사망 사고 실험실 사고 사례 미국 화학 실험실 연구원 취급 옷 붙 손 과 팔 포함 신체 가 화상 입 병원 치료 받 사망 사고 발생 사고 개요 장 소 화학 실험 실다 사고 유형 화학 약품 화재 사고 피해
fire,화재 폭발 인하 지붕 구획 벽체 붕괴 되 건물 기계 설비 화재 인해 전소 된 상태 그림 화재 당시 상황 사진 출처 대산 공장 폭발 사고 공장 생산 중단 종합 연합 뉴스 화재 발생 전후 상황 공장 근무 인원 교대 화재 발생 폭
fire,장고 간격 폭발 발생 사진 사고 공장 사이 로 상황 사진 사이 로 상부 상황 철 구조물 파손 상황 방재 기술 연소 확대 피해 상황 사고 가 발생 저장고 고밀도 폴리에틸렌 중간 제품 분말 상태 저장 저장고 저장고 내부 검사 위
ship,날개 가 손상 된 사고 임 원인 협수 통과 시 항해 주 미흡 교훈 협수 통과 시 감속 변침 시 각별 주 필요 조류 발생 지역 항해 시 좌초 위험 인지 하 항해 필요 선박 안전 관리 매뉴얼 화재 기관 손상 인한 화재 사고 사고
fire,구부 홀 상부 로 압력 방출 어남 따라 저장고 내부 상당 부압 발생 저장고 하부 가 저장고 안 밀려 들어가 파열 상태 확인 있 방재 기술 사진 사이 홀 설치 상황 표지 용접 흔적 사진 사이 하부 분말 상황 방재 기술 사진 폭
